# 感染拡大前比	京都府 四条河原町付近	鳥取県 晩稲	沖縄県 県庁前	茨城県 取手駅	北海道 札幌駅	宮崎県 新別府町	群馬県 前橋駅	神奈川県 横浜中華街駅	愛知県 栄駅	兵庫県 姫路駅	茨城県 水戸駅	神奈川県 横浜駅	愛媛県 松山市駅東側	広島県 広島駅	神奈川県 川崎駅	大阪府 堺東駅	佐賀県 佐賀駅	富山県 富山駅	千葉県 千葉駅	京都府 京都駅	茨城県 古河駅	山梨県 甲府駅南	滋賀県 草津駅西口	宮城県 仙台駅西	群馬県 高崎駅西	青森県 青森駅	山口県 山口駅	新潟県 新潟駅	長崎県 佐世保四ケ町	熊本県 通町筋	茨城県 つくば駅	広島県 紙屋町	岡山県 岡山表町	沖縄県 国際通り	千葉県 船橋駅	香川県 高松市フェリー通り	石川県 香林坊	岐阜県 岐阜駅	鹿児島県 天文館	三重県 津駅	福岡県 博多駅	徳島県 徳島駅	宮城県 青葉通一番町駅	秋田県 秋田駅	静岡県 静岡駅	東京都 立川駅	東京都 銀座	神奈川県 橋本駅	栃木県 宇都宮オリオン通り	長野県 長野駅	愛知県 名古屋駅	埼玉県 大宮駅西	高知県 はりまや橋	島根県 松江駅	福岡県 天神	福島県 福島駅	山形県 山形駅	福島県 郡山駅	兵庫県 三ノ宮駅	岡山県 岡山駅	大分県 大分駅付近	山口県 下関駅	静岡県 浜松駅	長崎県 浜町アーケード	東京都 東京駅南	東京都 新宿駅	福岡県 福岡空港	栃木県 宇都宮駅	岩手県 盛岡駅北	奈良県 近鉄奈良駅	長崎県 長崎駅	新潟県 長岡駅	神奈川県 みなとみらい	東京都 丸の内	和歌山県 和歌山駅	大阪府 難波	北海道 旭川駅	福岡県 小倉駅	大阪府 梅田	東京都 霞が関	東京都 羽田空港 第1ターミナル	福井県 福井駅	岡山県 倉敷駅	東京都 渋谷センター街	北海道 すすきの	大阪府 伊丹空港	香川県 高松駅	石川県 金沢駅	北海道 新千歳空港	三重県 近鉄四日市駅	沖縄県 那覇空港	東京都 大手町	東京都 品川駅	東京都 羽田空港 第2ターミナル	東京都 東京駅
2020/07/18	6.37142857142857	15.2142857142857	11.2285714285714	6.92857142857143	-6.28571428571429	2.65714285714286	4.08571428571429	-18.7428571428571	-0.128571428571429	-4.47142857142857	-3.84285714285714	-6.24285714285714	0.328571428571429	-3.07142857142857	-6	0.928571428571429	-1.58571428571429	-8.32857142857143	-5.52857142857143	-23.0285714285714	-4.55714285714286	-5.14285714285714	-4.31428571428571	-8.95714285714286	-10.5	-11.1428571428571	-7.77142857142857	-8.25714285714286	-4.85714285714286	-7.34285714285714	-17.5285714285714	-12.4571428571429	-8.21428571428571	-8.04285714285714	-13.3	-19.4	-13.3571428571429	-15.3857142857143	-22.1714285714286	-8.11428571428571	-9.71428571428571	-10.3428571428571	-10.3571428571429	-11.1428571428571	-10.3714285714286	-15.8142857142857	-19.4428571428571	-13.5714285714286	-12	-10.9714285714286	-10.4428571428571	-18.1857142857143	-13.6	-14.5714285714286	-13.3571428571429	-17.1	-12.9142857142857	-12.9	-15.3142857142857	-18.5285714285714	-14	-12.4857142857143	-13.4714285714286	-16.5	-36.9571428571429	-27.1	-34.4	-19.6285714285714	-19.0285714285714	-17.5571428571429	-21.0714285714286	-17.6142857142857	-30.5714285714286	-44.0714285714286	-18.7142857142857	-20.6714285714286	-25.6428571428571	-21.1	-22.3142857142857	-29.6428571428571	-37.8	-21.2857142857143	-19.3285714285714	-31.9	-26.7857142857143	-41.0571428571429	-30.2285714285714	-32.3285714285714	-49.8	-30.5	-40.8285714285714	-43.0142857142857	-41.9285714285714	-53.5	-42.9857142857143
2020/07/19	7.15714285714286	13.7714285714286	11.3	6.67142857142857	-6.35714285714286	1.65714285714286	4.21428571428571	-19.4285714285714	-0.342857142857143	-4.92857142857143	-5.02857142857143	-7.31428571428571	1.14285714285714	-3.1	-6.74285714285714	0.585714285714286	-1.45714285714286	-8.68571428571429	-6.84285714285714	-22.7571428571429	-2.85714285714286	-4.1	-4.14285714285714	-10.0285714285714	-9.42857142857143	-10.5857142857143	-8.62857142857143	-7.5	-4.98571428571429	-6.45714285714286	-17.1571428571429	-13.2	-8.67142857142857	-7.98571428571429	-13.9571428571429	-20.0857142857143	-13.2428571428571	-15.2	-21.6285714285714	-8.02857142857143	-10.0857142857143	-9.97142857142857	-11	-10.1285714285714	-10.2857142857143	-16.1571428571429	-20.2142857142857	-12.9142857142857	-11.2714285714286	-11.4428571428571	-10.7	-18.5857142857143	-13.3	-14.2285714285714	-13.0714285714286	-17.1571428571429	-13.8571428571429	-12.6571428571429	-15.1571428571429	-19.6714285714286	-13.3857142857143	-12.9428571428571	-13.3	-16.8142857142857	-37.6142857142857	-28.0285714285714	-34.8714285714286	-18.7428571428571	-18.1142857142857	-15.9142857142857	-22.3857142857143	-17.2285714285714	-31.7571428571429	-44.8571428571429	-19.4	-21.4142857142857	-25.4285714285714	-20.9428571428571	-22.8571428571429	-30.8714285714286	-38.4	-22.7	-19.5285714285714	-32.5857142857143	-26.7428571428571	-41.9857142857143	-31.7714285714286	-32.3714285714286	-48.8714285714286	-31	-40.5285714285714	-43.1714285714286	-42.4142857142857	-52.6	-43.4857142857143
2020/07/20	6.84285714285714	11.4428571428571	11.4857142857143	7.52857142857143	-6.75714285714286	1.82857142857143	5.67142857142857	-19.7857142857143	-1.3	-6.24285714285714	-6.17142857142857	-8	1.58571428571429	-4.08571428571429	-7.22857142857143	0.257142857142857	-2.48571428571429	-8.97142857142857	-7.4	-23.0857142857143	-2.68571428571429	-3.48571428571429	-4.37142857142857	-10.7428571428571	-9.82857142857143	-10.7857142857143	-10.5142857142857	-7.98571428571428	-5.81428571428571	-5.82857142857143	-15.8285714285714	-13.7428571428571	-10.7	-8	-14.2285714285714	-20.6857142857143	-13.8571428571429	-15.3	-21.4857142857143	-8.14285714285714	-10.1285714285714	-10.3142857142857	-10.7571428571429	-10.3428571428571	-10.5571428571429	-16.2	-20.4857142857143	-13.4285714285714	-11.3142857142857	-11.8285714285714	-11.0285714285714	-19.3714285714286	-13.1	-14.2	-12.6142857142857	-16.6142857142857	-13.9714285714286	-13.4	-15.2714285714286	-20.6714285714286	-13.7857142857143	-13.2571428571429	-13.3571428571429	-17.8285714285714	-37.9428571428571	-28.6142857142857	-34.8571428571429	-19.1428571428571	-17.3571428571429	-14.9142857142857	-23.0285714285714	-17.9428571428571	-31.5857142857143	-44.8857142857143	-19.6428571428571	-22.2428571428571	-24.9285714285714	-20.6285714285714	-23.7571428571429	-30.4571428571429	-37.8142857142857	-23.8857142857143	-19.8	-32.8428571428571	-27.0142857142857	-42.2714285714286	-31.8	-32.2428571428571	-48.9714285714286	-31.5428571428571	-40.7142857142857	-43.4571428571429	-43.1142857142857	-52.8714285714286	-44.0142857142857
2020/07/21	7.04285714285714	12.8714285714286	11.0857142857143	6.65714285714286	-6.8	3.37142857142857	3.27142857142857	-19.7714285714286	-1.18571428571429	-5.82857142857143	-5.72857142857143	-8.01428571428571	1.65714285714286	-4.1	-7.22857142857143	1	-2.25714285714286	-10.9714285714286	-7.12857142857143	-23.1142857142857	-3.88571428571429	-2.98571428571429	-4.2	-10.7285714285714	-10.6142857142857	-11.1142857142857	-10.4	-6.95714285714286	-5.8	-6.17142857142857	-15.5571428571429	-13.5714285714286	-10.4285714285714	-7.91428571428572	-14.1571428571429	-20.4	-14	-15.8571428571429	-21.4571428571429	-9.02857142857143	-10.0285714285714	-9.71428571428571	-10.8285714285714	-9.71428571428571	-10.1285714285714	-15.9	-20.2857142857143	-12.9714285714286	-11.0285714285714	-12.0285714285714	-11.8571428571429	-19.2428571428571	-13.4857142857143	-14.7857142857143	-12.3857142857143	-16.3142857142857	-14.6571428571429	-13.3857142857143	-14.9857142857143	-21.1428571428571	-13.8714285714286	-13.6857142857143	-13	-17.8571428571429	-37.8857142857143	-28.7	-34.7571428571429	-17.8	-17.8285714285714	-14.6	-23.3142857142857	-17.7428571428571	-31.4285714285714	-44.7	-19.7571428571429	-22.2714285714286	-24.4857142857143	-20.2142857142857	-23.7142857142857	-30.4571428571429	-37.9857142857143	-24.1714285714286	-20.7571428571429	-32.8571428571429	-26.9142857142857	-43.0714285714286	-31.4857142857143	-32.7428571428571	-47.8857142857143	-30.2	-41.9142857142857	-43.5285714285714	-42.9714285714286	-53.6571428571429	-44.1428571428571
2020/07/22	8.14285714285714	12.2142857142857	11.2857142857143	4.94285714285714	-6.51428571428571	4.88571428571429	2.57142857142857	-19.3857142857143	-0.357142857142857	-5.41428571428571	-5.91428571428571	-7.45714285714286	2.84285714285714	-3.12857142857143	-7	1.21428571428571	-1.97142857142857	-14.0571428571429	-6.98571428571429	-22.2714285714286	-3.1	-2.8	-3.28571428571429	-10.2714285714286	-11.6142857142857	-9.87142857142857	-9.54285714285714	-6.42857142857143	-5.47142857142857	-5.7	-15.6428571428571	-13.1428571428571	-9.97142857142857	-7.77142857142857	-12.8571428571429	-20.5714285714286	-14.8	-15.6285714285714	-21.1857142857143	-10.4857142857143	-10.4571428571429	-9.38571428571429	-10.5142857142857	-9.88571428571429	-9.84285714285714	-15.1285714285714	-20.1285714285714	-12.6571428571429	-9.9	-12.2142857142857	-12.0142857142857	-18.8428571428571	-12.4714285714286	-14.5142857142857	-12.4	-15.5857142857143	-14.3857142857143	-13.0571428571429	-14.2428571428571	-21.0857142857143	-13.7285714285714	-12.9571428571429	-12.9285714285714	-17.9714285714286	-37.8714285714286	-28.5	-38.4571428571429	-18.0571428571429	-18.4714285714286	-14.3714285714286	-23.1428571428571	-17.3571428571429	-31.4	-44.7142857142857	-19.6857142857143	-22.2714285714286	-24.1857142857143	-20.4285714285714	-23.3	-30.3857142857143	-37.7142857142857	-23.9	-20.8	-32.6	-26.9	-41.1571428571429	-31.1714285714286	-32.5571428571429	-48.5714285714286	-30.1428571428571	-42.3142857142857	-43.7	-42.5857142857143	-52.7285714285714	-44.2
2020/07/23	8.38571428571428	9.78571428571429	10.3571428571429	4.05714285714286	-6.24285714285714	4.41428571428571	1.62857142857143	-19.5714285714286	-0.585714285714286	-4.4	-4.7	-7.32857142857143	3.1	-3.18571428571429	-6.27142857142857	1.74285714285714	-1.68571428571429	-16.1714285714286	-7.15714285714286	-22.3428571428571	-3.77142857142857	-3	-3.14285714285714	-9.94285714285714	-11.9714285714286	-9.57142857142857	-10.1	-5.74285714285714	-5.68571428571429	-5.18571428571429	-15.4571428571429	-13.4	-10.2714285714286	-8.1	-13.0285714285714	-21.2142857142857	-15.3428571428571	-15.9714285714286	-20.5714285714286	-9.95714285714286	-9.91428571428571	-8.34285714285714	-10.0428571428571	-9.65714285714286	-9.7	-14.8	-19.9714285714286	-12.3	-10.1	-12.2857142857143	-12.4142857142857	-18.5	-11.8285714285714	-14.1428571428571	-12.6	-15.2285714285714	-14.5285714285714	-12.7	-14.3428571428571	-20.7428571428571	-14.1142857142857	-13.1571428571429	-13.4	-17.7142857142857	-37.8714285714286	-28.5714285714286	-42	-17.9428571428571	-19.2	-14.6	-23.1285714285714	-17.7	-31.3428571428571	-44.7	-19.3	-21.8428571428571	-24.5	-20.4714285714286	-23.2	-30.4571428571429	-35.8	-24	-22.8142857142857	-32	-26.7714285714286	-39.7428571428571	-30.4285714285714	-33.2857142857143	-48.6714285714286	-30.0285714285714	-40.8714285714286	-43.6714285714286	-42.5285714285714	-51.2285714285714	-44.0285714285714
2020/07/24	10.1142857142857	10.2	10.0714285714286	3.72857142857143	-3.05714285714286	3	-0.785714285714285	-21.9428571428571	-3.61428571428571	-5.72857142857143	-5.11428571428571	-8.38571428571429	0.842857142857143	-4.41428571428571	-6.35714285714286	0.414285714285714	-2.21428571428571	-16.8	-7.98571428571428	-22.9428571428571	-4.98571428571429	-5.12857142857143	-5.11428571428571	-11.4	-13.3	-10.5142857142857	-12.8142857142857	-6.64285714285714	-7.2	-6.44285714285714	-16.5142857142857	-15.3	-12.6857142857143	-8.28571428571428	-14.8142857142857	-22.7428571428571	-18.2714285714286	-17.1	-21.6285714285714	-11.1714285714286	-11.4857142857143	-9.6	-11.6714285714286	-10.6285714285714	-10.9714285714286	-16.9	-19.2	-13.6142857142857	-12.1571428571429	-15.8857142857143	-14.8	-20.7857142857143	-13.2285714285714	-14.5857142857143	-14.4285714285714	-15.5571428571429	-17.3714285714286	-14.6428571428571	-15.8714285714286	-22.5857142857143	-15.6142857142857	-14.7285714285714	-15.1142857142857	-19.9571428571429	-38.5142857142857	-30.8142857142857	-41.0428571428571	-18.8	-21.3	-16.7285714285714	-25.3714285714286	-20.3714285714286	-31.9571428571429	-43.6857142857143	-20.7285714285714	-22.8428571428571	-24.4857142857143	-22.9857142857143	-24.9428571428571	-28.5	-33.7571428571429	-26.3857142857143	-24.5428571428571	-33.7857142857143	-27.9142857142857	-37.4714285714286	-32.7857142857143	-33.5714285714286	-49.0857142857143	-30.3285714285714	-38.8714285714286	-40.9571428571429	-42.2428571428571	-50.1285714285714	-44.6571428571429
2020/07/25	11.6142857142857	10.4857142857143	9.98571428571429	4.14285714285714	-0.385714285714286	0.0857142857142859	-1.42857142857143	-23.4428571428571	-6.65714285714286	-8.24285714285714	-6.3	-8.94285714285714	-1.65714285714286	-6.48571428571429	-5.84285714285714	-1.08571428571429	-3.24285714285714	-18.6142857142857	-8.72857142857143	-23.4857142857143	-7.31428571428571	-7.02857142857143	-7.45714285714286	-13.7142857142857	-14.6142857142857	-11.3142857142857	-18.2142857142857	-7.88571428571429	-9.37142857142857	-9.85714285714286	-16.2428571428571	-18.8	-16.0142857142857	-9.22857142857143	-16.2428571428571	-24.4571428571429	-20.2857142857143	-19.5142857142857	-24.3	-15.1	-13.9714285714286	-11.9428571428571	-13.7	-11.8714285714286	-11.8857142857143	-18.7	-18.0857142857143	-15.1714285714286	-14.6142857142857	-18.3714285714286	-18.6857142857143	-22.8571428571429	-16.1428571428571	-14.3857142857143	-16.8	-17.0571428571429	-20	-16.9714285714286	-17.8	-24.4857142857143	-17.3	-16.3714285714286	-17.6714285714286	-22.8714285714286	-38.8142857142857	-32.5142857142857	-42.1142857142857	-19.9857142857143	-24.3428571428571	-17.6	-27.6285714285714	-23.3857142857143	-30.9571428571429	-42.7428571428571	-22.3142857142857	-24.6	-25.8428571428571	-25.7571428571429	-26.8285714285714	-25.7857142857143	-33.8	-28.3285714285714	-26.9714285714286	-35.4714285714286	-29.1428571428571	-38.3142857142857	-34.9	-34.3571428571429	-50.3	-30.9714285714286	-40.1714285714286	-38.0142857142857	-41.7857142857143	-50.2142857142857	-45.6571428571429
2020/07/26	10.9714285714286	12.9	9.35714285714286	2.67142857142857	-0.642857142857143	-1.52857142857143	-2.24285714285714	-22.7857142857143	-9.02857142857143	-8.55714285714286	-7.58571428571429	-9.2	-3.08571428571429	-7.31428571428571	-5.62857142857143	-2.08571428571429	-2.84285714285714	-19.2	-9.01428571428571	-22.7857142857143	-7.98571428571429	-8.74285714285714	-8.68571428571429	-14.1857142857143	-15.4571428571429	-11.7857142857143	-18.6142857142857	-9.22857142857143	-9.21428571428571	-9.87142857142857	-16.1714285714286	-19.2142857142857	-16.3428571428571	-9.12857142857143	-16.4	-24.7428571428571	-20.5857142857143	-20.4	-23.5142857142857	-15.7571428571429	-14.8571428571429	-12.0142857142857	-14.7	-11.9571428571429	-12.6571428571429	-18.9285714285714	-19.2571428571429	-15.8142857142857	-14.9571428571429	-18.5142857142857	-20.7857142857143	-23.1142857142857	-16.8	-15	-18	-17.4571428571429	-19.7857142857143	-17.2428571428571	-19.0142857142857	-24.8285714285714	-17.2857142857143	-16.1428571428571	-19.5571428571429	-22.6571428571429	-39.2	-32.8571428571429	-40.9857142857143	-20.9285714285714	-24.8857142857143	-19.2857142857143	-27.1428571428571	-24.0428571428571	-31.1571428571429	-42.6285714285714	-22.1571428571429	-25.3285714285714	-25.7857142857143	-26.2428571428571	-27.9571428571429	-26.1285714285714	-32.6857142857143	-28	-27.6571428571429	-35.8285714285714	-29.3142857142857	-37.4285714285714	-35.3285714285714	-33.7428571428571	-49.4	-30.7571428571429	-39.4428571428571	-39	-42.1142857142857	-50.1142857142857	-45.7571428571429
2020/07/27	10.0571428571429	12.9571428571429	9.17142857142857	2.34285714285714	-0.871428571428571	-6.91428571428572	-3.17142857142857	-23.1142857142857	-11.2142857142857	-8.14285714285714	-7.88571428571429	-9.47142857142857	-3.64285714285714	-6.27142857142857	-5.61428571428571	-2.51428571428571	-3.21428571428571	-19.6714285714286	-9.51428571428571	-21.7428571428571	-9.31428571428571	-9.37142857142857	-9.24285714285714	-13.6285714285714	-14.5428571428571	-11.5142857142857	-18.3714285714286	-9.78571428571429	-8.94285714285714	-10.7285714285714	-16.4	-20.2285714285714	-16.3428571428571	-8.97142857142857	-16.3714285714286	-24.9571428571429	-20.8	-21.4571428571429	-22.4	-15.1142857142857	-15.4857142857143	-10.9714285714286	-14.8142857142857	-12.9428571428571	-14.5571428571429	-19.3	-20.1857142857143	-15.4571428571429	-15.4142857142857	-18.9	-21.8428571428571	-22.5714285714286	-17.9857142857143	-14.7142857142857	-19.5714285714286	-16.7285714285714	-20.4142857142857	-16.8571428571429	-19.5	-25.0857142857143	-16.9428571428571	-17.4142857142857	-22.1857142857143	-22.6857142857143	-39.6571428571429	-33.4142857142857	-39.3	-20.8	-25.8857142857143	-21.2285714285714	-27.1428571428571	-23.5285714285714	-31.4857142857143	-42.9714285714286	-22.2	-26.4	-25.8285714285714	-26.4857142857143	-29.0428571428571	-27.1857142857143	-30.3714285714286	-26.4428571428571	-28.3142857142857	-36.1857142857143	-29.3857142857143	-34.2714285714286	-36.8428571428571	-33.7	-46.7428571428571	-31.1714285714286	-35.8571428571429	-39.2428571428571	-41.7428571428571	-48.4571428571429	-44.9571428571429
2020/07/28	10.1714285714286	12.7	9.01428571428572	2.32857142857143	-1.01428571428571	-11.0571428571429	-1.87142857142857	-23.2428571428571	-11.8	-8.27142857142857	-8.48571428571428	-9.48571428571429	-3.81428571428571	-6.17142857142857	-5.28571428571429	-2.9	-4.08571428571429	-18.2714285714286	-9.07142857142857	-21.8714285714286	-9.81428571428571	-10.1857142857143	-9.32857142857143	-13.7571428571429	-14.5857142857143	-10.7285714285714	-17.8	-10.6142857142857	-9.62857142857143	-11.1142857142857	-16.3857142857143	-20.7571428571429	-15.8857142857143	-9.18571428571429	-15.9571428571429	-25	-21.2714285714286	-22.1	-21.7857142857143	-16.7285714285714	-15.9714285714286	-11.3714285714286	-14.8714285714286	-13.7428571428571	-14.7714285714286	-19.4	-20.5857142857143	-14.9714285714286	-16.1285714285714	-19.0428571428571	-22.6142857142857	-22	-17.7857142857143	-14.1	-20.5285714285714	-16.2428571428571	-20.7571428571429	-17.5428571428571	-19.2714285714286	-25.0285714285714	-16.8428571428571	-16.4	-23.8571428571429	-22.8571428571429	-39.9857142857143	-33.4571428571429	-38.0285714285714	-22.5857142857143	-24.3285714285714	-21.4285714285714	-27.3428571428571	-23.5	-31.4714285714286	-43.0142857142857	-22.4285714285714	-26.2	-25.7571428571429	-26.7857142857143	-29.3142857142857	-27.3571428571429	-29.6142857142857	-25.1857142857143	-26.8714285714286	-36.1857142857143	-29.6285714285714	-33.0571428571429	-37.1	-33.4285714285714	-46.3571428571429	-31.5285714285714	-33.2857142857143	-39.2285714285714	-42.0428571428571	-48.1428571428571	-44.9142857142857
2020/07/29	9.7	14.1285714285714	8.67142857142857	3.44285714285714	-1.05714285714286	-14.6571428571429	-2.12857142857143	-23.4142857142857	-12.6428571428571	-8.31428571428571	-8.34285714285714	-9.84285714285714	-5.17142857142857	-7.28571428571429	-4.38571428571429	-2.62857142857143	-4.68571428571429	-16.2285714285714	-9.04285714285714	-22.4714285714286	-10.1571428571429	-10.7857142857143	-9.84285714285714	-14.6142857142857	-14.2142857142857	-10.8142857142857	-19.2428571428571	-11.6714285714286	-10.0428571428571	-11.6714285714286	-15.9571428571429	-21.0428571428571	-16.0142857142857	-9.7	-16.4428571428571	-25.6	-20.7571428571429	-22.0714285714286	-21.5428571428571	-16.5714285714286	-16.3857142857143	-11.6571428571429	-15.7571428571429	-14.3285714285714	-14.7714285714286	-19.8857142857143	-20.7142857142857	-14.9571428571429	-16.9	-18.9571428571429	-23.8285714285714	-21.9285714285714	-18.0857142857143	-13.9285714285714	-20.9285714285714	-16.0285714285714	-22.6428571428571	-18.3142857142857	-19.5714285714286	-25.6142857142857	-16.9714285714286	-17.0857142857143	-25.6857142857143	-22.6857142857143	-39.9142857142857	-33.6714285714286	-33.9285714285714	-22.5428571428571	-23.8285714285714	-22.0714285714286	-27.6571428571429	-23.9285714285714	-31.2714285714286	-43.0571428571429	-22.6428571428571	-26.3428571428571	-25.1714285714286	-27	-29.5571428571429	-27.3142857142857	-30.1714285714286	-24.3142857142857	-26.4	-36.4142857142857	-29.7714285714286	-32.7571428571429	-37.6428571428571	-34.2428571428571	-45.6857142857143	-31.2571428571429	-32.6857142857143	-39.2714285714286	-42.6142857142857	-48.3	-44.9428571428571
2020/07/30	8.5	13.7714285714286	8.12857142857143	4.55714285714286	-1.3	-18.4714285714286	-1.58571428571429	-23.1571428571429	-14.0857142857143	-9.27142857142857	-9.77142857142857	-10.0571428571429	-6.07142857142857	-7.1	-4.51428571428571	-3.95714285714286	-5.28571428571429	-15.8571428571429	-8.52857142857143	-23.2	-9.37142857142857	-12	-9.72857142857143	-15.2571428571429	-14.7	-11.1142857142857	-19.4	-12.9285714285714	-10.4142857142857	-12.8571428571429	-15.6714285714286	-21.7142857142857	-16	-10.3142857142857	-16.5857142857143	-25.6142857142857	-21.2	-21.9	-21.7857142857143	-17.8	-18.0571428571429	-12.4714285714286	-16.2	-14.7	-15.1714285714286	-20.3857142857143	-21.5285714285714	-15.4428571428571	-17.3571428571429	-18.8428571428571	-25.2285714285714	-22.2	-18.4857142857143	-14.6857142857143	-21.5571428571429	-15.8428571428571	-23.7571428571429	-19.1	-20.1571428571429	-26.4714285714286	-17.1428571428571	-18.7	-26.9142857142857	-22.7142857142857	-40.3285714285714	-34.1428571428571	-30.5142857142857	-23.3714285714286	-24.6857142857143	-22.6857142857143	-28.1857142857143	-23.9857142857143	-31.0285714285714	-43.3285714285714	-22.9857142857143	-27.0857142857143	-24.6428571428571	-27.7142857142857	-30.5571428571429	-27.2571428571429	-32.2285714285714	-24.0142857142857	-26.7285714285714	-37.0428571428571	-30.2714285714286	-34.2	-38.8	-34.4142857142857	-46.5571428571429	-31.5285714285714	-34.2142857142857	-39.5714285714286	-43.2571428571429	-48.8571428571429	-45.4714285714286
2020/07/31	5.9	12	7.61428571428571	4.34285714285714	-2.82857142857143	-19.8	0.271428571428571	-20.4428571428571	-12.5142857142857	-8.15714285714286	-9.55714285714286	-9.07142857142857	-4.88571428571429	-5.85714285714286	-4.22857142857143	-3	-4.3	-13.7571428571429	-7.37142857142857	-23.0857142857143	-8.15714285714285	-10.5142857142857	-8.08571428571429	-13.6142857142857	-13.8428571428571	-9.44285714285714	-17.9714285714286	-11.5428571428571	-8.34285714285714	-12.5428571428571	-13.8	-19.9428571428571	-14.0714285714286	-10.8285714285714	-14.8285714285714	-24.4857142857143	-19.1571428571429	-21.1857142857143	-19.9714285714286	-17.4	-17.7571428571429	-12.0142857142857	-14.4	-14.0142857142857	-13.9428571428571	-18.1714285714286	-22.4	-13.4714285714286	-15.1285714285714	-15.5285714285714	-24.7857142857143	-19.5857142857143	-16.3571428571429	-14.3571428571429	-20.4285714285714	-15.3714285714286	-22.2857142857143	-17.0428571428571	-19.1285714285714	-24.5	-15.6	-17.8428571428571	-26.7285714285714	-20.9285714285714	-39.9714285714286	-32.2571428571429	-31.5857142857143	-21.9714285714286	-22.8285714285714	-20.5428571428571	-26.6571428571429	-21.6	-30.7285714285714	-44.6142857142857	-21.2142857142857	-26.4428571428571	-23.8428571428571	-26.0285714285714	-29.7	-29.6857142857143	-34.8	-21.8285714285714	-26.5428571428571	-35.2285714285714	-29.0142857142857	-37.1142857142857	-37	-33.9571428571429	-46.7428571428571	-31.5571428571429	-37.0714285714286	-42.6428571428571	-44.0714285714286	-50.0571428571429	-44.9857142857143
2020/08/01	5.15714285714286	10.1714285714286	7.05714285714286	4.75714285714286	-3.62857142857143	-20.5428571428571	0.685714285714286	-18.9	-10.5428571428571	-6.3	-8.54285714285714	-8.65714285714286	-3.3	-3.97142857142857	-4.12857142857143	-1.34285714285714	-2.55714285714286	-12.1571428571429	-5.97142857142857	-22.6857142857143	-5.8	-9.22857142857143	-6.38571428571429	-11.8	-11.9428571428571	-8.11428571428572	-13.7571428571429	-11.0714285714286	-6.97142857142857	-10.3285714285714	-12.7142857142857	-16.6428571428571	-11.5571428571429	-10.7714285714286	-13.0428571428571	-22.9714285714286	-17.4	-19.8	-16.6142857142857	-16.0571428571429	-16.3428571428571	-10.5428571428571	-12.4285714285714	-12.9428571428571	-12.8714285714286	-15.9	-23.6142857142857	-12.1142857142857	-12.9	-12.4	-23.8571428571429	-16.9714285714286	-12.9714285714286	-14.7	-18.8	-13.6285714285714	-20.8428571428571	-14.8142857142857	-17.5428571428571	-22.6	-13.9	-15.9142857142857	-25.2714285714286	-17.8714285714286	-39.7428571428571	-30.3571428571429	-30.5428571428571	-21.1714285714286	-20.6285714285714	-19.8	-24.1142857142857	-19.7142857142857	-31.7571428571429	-45.6	-19.1428571428571	-25.4	-22.6571428571429	-23.7571428571429	-28.2	-32.4571428571429	-34.3285714285714	-19.8571428571429	-25.9142857142857	-33.3857142857143	-27.3142857142857	-36.2857142857143	-34.9142857142857	-33.9571428571429	-44.2428571428571	-30.5142857142857	-37.5142857142857	-45.6142857142857	-44.6142857142857	-49.0428571428571	-44.3714285714286
2020/08/02	4.28571428571429	3.22857142857143	5.14285714285714	5.58571428571428	-3.75714285714286	-24.5428571428571	-0.0285714285714286	-19.8714285714286	-11.0571428571429	-6.4	-9.38571428571429	-8.98571428571428	-4.77142857142857	-4.15714285714286	-4.15714285714286	-0.0142857142857145	-2	-12.0142857142857	-5.21428571428571	-23.8285714285714	-5.91428571428571	-8.87142857142857	-5.7	-11.6	-12.0857142857143	-7.15714285714286	-14.1428571428571	-11.2571428571429	-7.65714285714286	-12.8857142857143	-12.6714285714286	-17.1714285714286	-11.7142857142857	-11.9142857142857	-12.9857142857143	-22.5	-17.8285714285714	-20.7857142857143	-17.1571428571429	-16.9142857142857	-17.4285714285714	-11.9142857142857	-11.6714285714286	-13.2142857142857	-13.5285714285714	-15.8428571428571	-21.9571428571429	-12.4428571428571	-13.4857142857143	-13.0285714285714	-24.8571428571429	-16.3857142857143	-12.8857142857143	-14.2285714285714	-20.2428571428571	-13.0714285714286	-21.1857142857143	-15.4142857142857	-16.8857142857143	-23.4285714285714	-14.8714285714286	-17.8142857142857	-26.7857142857143	-18.4571428571429	-39.1142857142857	-29.7857142857143	-30.1571428571429	-22.2142857142857	-21.9285714285714	-19.8571428571429	-24.7714285714286	-20.2	-31.9714285714286	-45.1	-19.0142857142857	-25.7714285714286	-23.7	-24.5571428571429	-28.2	-31.4428571428571	-33.6714285714286	-19.8285714285714	-26.5428571428571	-32.9857142857143	-27.6428571428571	-37.4428571428571	-35.0428571428571	-34.8857142857143	-44.4714285714286	-30.7285714285714	-38.3142857142857	-44.7142857142857	-43.7857142857143	-48.4285714285714	-44.3857142857143
